"Name","Count"
"Imperial Library\Imperial Library\Electrical Fixtures","13"
"Itens de detalhe\Acabamentos\Emboço e placa de gesso\Forração e armação","13"
"Iluminação\LUMINÁRIAS\ARANDELAS","13"
"ANOTACÕES\Tags","13"
"Libraries\US Metric\Pipe\Fittings\Malleable Iron\Class 300\Threaded","13"
"Libraries\Brazil\Tubulação\Conexões\Ferro cinza\Classe 25\Flange","13"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 08-Portas e janelas\08500-Janelas\08520-Janelas de alumínio","13"
"Aberturas","13"
"Equipamento Hospitalar\Equipamento Hospitalar","13"
"Libraries\US Metric\Mechanical\MEP\General Components\Condensers","13"
"Instalações\Equipamento elétrico\Elétrica\Arquitetura\Iluminação\Luminarias","13"
"Iluminação\Luzes","13"
"Mecânica\MEP\Componentes secundários de ar\Ventiladores e sopradores","13"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Dot","13"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Axis","13"
"Libraries\US Metric\Mechanical\MEP\Air-Side Components\Fans and Blowers","13"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Genérico","13"
"Vegetação\Arbustro","13"
"Incendio","13"
"Mesas\Aparador","13"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\PVC NB\Água fria","13"
"Libraries\Brazil\Anotações\Específico do Brasil","13"
"Mesas\Mesas centro e lateral","13"
"Cozinha\G) HORNO","13"
"Metric Library\Annotations\Equipment","13"
"Variados\BIBLIOTECA BLOCKS REVIT\PLOMBERIA-ARTEF SANIT\WC- VANITORIO","13"
"Estrutural\EST - Fundações estruturais","13"
"Anotaciones\Anotações\Específico do Brasil","13"
"Libraries\US Metric\Furniture\Seating","13"
"Cozinha\A) COMPLETAS","13"
"Mictorio\Mictórios","13"
"Imperial Library\Specialty Equipment\Domestic","13"
"Mobiliário\ARMÁRIO","13"
"Libraries\US Metric\Duct\Fittings\Round\Crosses","13"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Uso Profissional\Linha Conforto\Barras Tubocolor","13"
"Estrutural\Estrutura\Aço","13"
"Mobiliário\Cadeiras, Poltronas, Banquetas e Banco","13"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Polo Clßssica","13"
"Bebedouro\Bebedouro","13"
"Variados\BIBLIOTECA BLOCKS REVIT\DORMIT.OFIC.BIBLIOTECA\PANTALLAS","13"
"Mobiliário\Quarto\Camas","13"
"Imperial Library\Balusters","13"
"Terreno\Acessórios","13"
"Mecânica\MEP\Componentes secundários de água\Caldeiras","13"
"Elementos de Arquitetura\Gradil\Balaústres","13"
"Asientos\Sofa","13"
"Arquitetura\06 - Humanos e Animais\Animais","13"
"Portas e janelas\portas\Cortina","13"
"Personas","13"
"Pilares estruturais\Concreto","13"
"Arquitetura\05 - Equipamentos\Telefones","13"
"Arquitetura\05 - Equipamentos\Escritório","13"
"Arquitetura\10 - Elementos de Construção\Telhados","13"
"Balcões","13"
"PUERTAS\D) DOS HOJAS","13"
"Relogio de Parede","13"
"PROJETO\Projeto sustentável","13"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Uso Profissional\Linha Conforto\Barras Tubocolor","13"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Uso Profissional\Linha Conforto\Barras Aþo Inox","13"
"Veículos\Veículos - Ônibus","12"
"Mesas\Mesas reunião","12"
"Libraries\Brazil\Esqueleto estrutural\Aço leve galvaniado","12"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 08-Portas e janelas\08700-Ferragens\08720-Vedação e seladores","12"
"Cozinha\Diversos","12"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Redondo\Ys","12"
"Locker-Bradley_Corp","12"
"Área Externa\Lixeiras","12"
"FAMILIAS do SOBRADO\Vigas estruturais\Aço leve galvaniado","12"
"Vegetação\Vegetación\Arboles","12"
"Componentes de gabinete\Gabinetes base","12"
"Títulos da vista","12"
"Libraries\US Metric\Duct\Fittings\Round\Wyes","12"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Conexões estruturais","12"
"FAMILIAS do SOBRADO\portas\Específico do Brasil\Porta interna","12"
"Componentes de gabinete\Topo do balcão","12"
"Libraries\US Metric\Duct\Fittings\Round\Taps","12"
"Equipamentos de Som","12"
"Variados\BIBLIOTECA BLOCKS REVIT\ESCALERAS Y ASCENSORES","12"
"Pilares estruturais\Madeira","12"
"Portas e janelas\portas\biblioteca BIM Pormade - DRZ\Lisa","12"
"Obra ou Construção\obras\Urbanismo\Equipamentos Urbanos\LIXEIRAS","12"
"Arquitetura","12"
"Libraries\Brazil\Duto\Conexões\Redondo\Ys","12"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Belle Epoque Tradicional","12"
"Libraries\Brazil\Duto\Conexões\Redondo\Torneiras","12"
"Portas e janelas\portas\Armazem","12"
"PERFIL\Perfis\Telhados","12"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Dream","12"
"PUERTAS\A) GARAJE","12"
"Libraries\US Metric\Casework\Base Cabinets","12"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 05-Metais\05200-Caibros de metal\05210-Caibros de aço","12"
"Libraries\US Metric\Casework\Counter Tops","12"
"Cozinha\Maquina de Lavar","12"
"Libraries\Brazil\Conexões estruturais","12"
"Libraries\Brazil\Componentes de gabinete\Topo do balcão","12"
"Libraries\Brazil\Elétrica\MEP\Informação e comunicação\Controles da construção","12"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06400-Architectural Woodwork\06450-Standing and Running Trim","12"
"Sofas e Poltronas\Conjuntos sofá + poltrona","12"
"Libraries\Brazil\Tubulação\Conexões\Ferro maleável\Classe 300\Rosqueado","12"
"Framing estrutural\Aço leve galvaniado","12"
"Banheiro\Pia","12"
"Libraries\Brazil\Componentes de gabinete\Gabinetes base","12"
"ESPORTES - PLAYGROUND","12"
"Mesas\Mesas\CÔMODAS","12"
"PLOMBERIA-ARTEF SANIT\WC- VANITORIO","12"
"Connections","12"
"Escada e Elevador\Escadas rolantes","12"
"Portas e janelas\portas\Específico do Brasil\Porta interna","12"
"Parking","12"
"Portas e janelas\biblioteca BIM Pormade - DRZ\Lisa","12"
"Metric Library\Annotations\Electrical Symbols\General Outlets\Ceiling","12"
"Metric Library\Annotations\Electrical Symbols\General Outlets\Wall","12"
"Libraries\US Metric\Structural Connections\Steel","12"
"Arquitetura\10 - Elementos de Construção\Perfis\Corrimãos","12"
"Imperial Library\Site\Parking","12"
"Metric Library\Annotations\Tags\Structural","12"
"Iluminação\LUMINÁRIAS\SPOT EMBUTIR","12"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Check Valves","12"
"Libraries\Brazil\Portas\Específico do Brasil\Porta interna","12"
"Pedras, Pisos e Azulejos\Pedras","12"
"Metric Library\Annotations\Electrical Symbols\Switches","12"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Polo Clßssica","12"
"Vigas\Aço\Aço do manômetro da luz","12"
"Instrumentos Musicais","12"
"Banheiro\Banheiro\Banheiras","12"
"Conexões estruturais","12"
"Conexoes metal","12"
"Iluminação elétrica\Iluminação Eletrica\Exterior","12"
"FABRICANTES\Celite\Metais\Duchas Higienicas","12"
"Libraries\US Metric\Electrical\MEP\Information and Communication\Building Controls","12"
"Imperial Library\Imperial Library\Site\Parking","12"
"Mobiliário\COZINHA\Eletrodomesticos\Fogão","12"
"FAMILIAS do SOBRADO\Elétrica\MEP\Informação e comunicação\Controles da construção","12"
"Libraries\Brazil\Mobiliário\Mesas","11"
"Mobiliário\Cadeiras\ESCRITÓRIO","11"
"Imperial Library\Imperial Library\Structural\Columns\Steel","11"
"Sinalização\Sinalização de Transito\Sistema de mobiliário\Superfícies de trabalho","11"
"Telhado","11"
"Libraries\Brazil\Tubulação\Conexões\NB PVC\Esgoto","11"
"Cozinha\Microondas","11"
"Elétrica\Arquitetura\Alimentação elétrica\Terminais","11"
"Libraries\Brazil\Elétrica\Arquitetura\Alimentação elétrica\Terminais","11"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de água\Bombas","11"
"Estante","11"
"Colunas\Steel","11"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Liv","11"
"Hidráulico\Biblioteca Deca BIM Revit\Monocomandos\Drop","11"
"Hidráulico\Biblioteca Deca BIM Revit\Monocomandos\Level","11"
"Estrutural\EST - Vigas","11"
"Libraries\US Metric\Plumbing\Architectural\Fixtures\Sinks","11"
"Variados\BIBLIOTECA BLOCKS REVIT\MUEBLES ARTEFACTOS Y OTROS COCINA\COCINA","11"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Deca Acqua","11"
"Mobiliário\Cadeiras\ESTAR","11"
"Libraries\Brazil\Terreno\Estacionamento","11"
"Mesas\piscina","11"
"Hidráulico\Biblioteca Deca BIM Revit\Cubas\Cubas de sobrepor","11"
"Libraries\US Metric\Annotations\Fire Protection","11"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Monocomandos","11"
"Cocina\Electrodomésticos y accesorios","11"
"Mobiliário\COZINHA\Eletrodomesticos\Cocktops","11"
"Mobiliário\Mesas\Diversos","11"
"Libraries\Brazil\Tubulação\Conexões\Aço carbono\Classe 150\Flange","11"
"Área Externa\Tanques","11"
"Libraries\Brazil\Iluminação\Arquitetura\Externo\Específico do Brasil","11"
"Banheiro\Lavaderos\Lavaderos\Fregaderos","11"
"Elementos de Construção\Perfis\Corrimãos","11"
"Columns\Steel","11"
"Mesas\De centro","11"
"Imperial Library\Structural\Columns\Steel","11"
"Libraries\Brazil\Proteção contra incêndio\Conexões","11"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Torneiras de parede","11"
"Pilares estruturais\Aço leve galvaniado","11"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\ContemporÔnea","11"
"Libraries\Brazil\Hidráulica\Arquitetura\Conexões\Pias","11"
"Imperial Library\Imperial Library\Detail Components\Div 09-Finishes\092000-Plaster and Gypsum Board\092236-Lath","11"
"Libraries\Brazil\Pilares estruturais\Aço leve galvaniado","11"
"Metric Library\Annotations\Symbols\83 Landscape\83-12 Planting","11"
"Libraries\Brazil\Perfis\Estrutura\Concreto","11"
"Libraries\Brazil\Janelas\Específico do Brasil","11"
"Banheiro\Accesorioparabaños\Accesorio para baños","11"
"Espelhos","11"
"Elementos de Construção\Perfis\Cercas e Vedações","11"
"Vegetação\Render","11"
"Portas e janelas\Cortina","11"
"Libraries\US Metric\Furniture\Tables","11"
"FAMILIAS do SOBRADO\Elétrica\Arquitetura\Alimentação elétrica\Terminais","11"
"Arquitetura\10 - Elementos de Construção\Perfis\Cercas e Vedações","11"
"Libraries\US Metric\Fire Protection\Connections","11"
"Instalações\Equipamento elétrico\LG Eletrica\REVIT Accessories Files","11"
"Detail Components\Fixings","11"
"Elementos de Arquitetura\Escadas\ESCADAS E ELEVADORES\ELEVADORES","11"
"Esquadrias\MAÇANETAS E PUXADORES","11"
"PERFIL\Perfis\Estrutura\Concreto","11"
"Instalações\Equipamento elétrico\Elétrica\MEP\Alimentação elétrica\Distribuição","11"
"Hidráulico\Familias Tigre\PBS","11"
"FAMILIAS do SOBRADO\Pilares estruturais\Aço leve galvaniado","11"
"Meios de transportes\Caminhões","11"
"PERFIL\Perfis\Estruture Profiles\Aço","11"
"FAMILIAS do SOBRADO\Carros","11"
"Arquitetura\04 - Mobiliário\Acessórios","11"
"Portas e janelas\Aberturas","11"
"FABRICANTES\Docol\Banheiro\Misturadores\Parede","11"
"Familias de Hidraulica\Familias Tigre\Caixas de Gordura e Inspecao","11"
"Familias de Hidraulica\Familias Tigre\Caixas e Ralos\Caixas Sifonadas","11"
"Iluminação\Arquitetura\Externo\Específico do Brasil","11"
"Arquitetura\04 - Mobiliário\Mesas\Mesas de Centro","11"
"Portas e janelas\Armazem","11"
"Instalações\Incêndio\PROTEÇÃO CONTRA INCÊNDIO\Conexões","11"
"Esquadrias\Janelas\New folder","11"
"Libraries\US Metric\Electrical\Architectural\Electrical Power\Terminals","11"
"INTERIORES\Decoração\OBJETOS DE DECORAÇÃO\QUADROS","11"
"Instalações\EQUIPAMENTOS MECÂNICOS\Equipamento mecânico\Mechanical","11"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Terreno\Estacionamento","11"
"Libraries\US Metric\Mechanical\MEP\Water-Side Components\Pumps","11"
"Instalações\EQUIPAMENTOS ESPECIAIS","11"
"Tubulação\Conexões\NB PVC\Esgoto","11"
"Libraries\US Metric\Site\Parking","11"
"Hidráulico\Hidráulica\Arquitetura\Peças\Pias","11"
"Libraries\US Metric\Pipe\Fittings\Carbon Steel\Class 150\Flanged","11"
"Hidráulico\Familias Tigre\Caixas de Gordura e Inspecao","11"
"Bombeiros\Fire Protection","11"
"Imperial Library\Detail Components\Div 09-Finishes\092000-Plaster and Gypsum Board\092236-Lath","11"
"Elementos de Arquitetura\Cobertura\COBERTURA E MADEIRAMENTO\TESOURAS DE MADEIRA","11"
"Janelas\Específico do Brasil","11"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Monocomandos\Level","11"
"Vegetação\Vegetação\Arboles","11"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\PVC NB\Esgoto","11"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Twist","11"
"Libraries\Brazil\Anotações\Proteção contra incêndio","11"
"PROJETO\Projeto sustentável\Projeto sustentável","11"
"Mecânica\MEP\Componentes secundários de água\Bombas","11"
"Libraries\US Metric\Duct\Fittings\Rectangular\Elbows","11"
"FAMILIAS do SOBRADO\Terreno\Estacionamento","11"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Duna Quadratta","11"
"Janelas\Famílias aninhadas\Recortar","11"
"FAMILIAS do SOBRADO\Proteção contra incêndio\Conexões","11"
"Portas e janelas\portas\Sanfonada","11"
"Libraries\Brazil\Duto\Conexões\Retangular\Cotovelos","11"
"VENTILADOR_AR\Ventilador_Arcondicionado","11"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Aspen","11"
"Mobiliário\archiclassic","10"
"Portas e janelas\portas\biblioteca BIM Pormade - DRZ\De Correr","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Belle Epoque Tradicional","10"
"Meios de transportes\AVIÕES E HELICÓPTEROS","10"
"Variados\BIBLIOTECA BLOCKS REVIT\ELECTRICIDAD-ARTEF","10"
"FABRICANTES\Docol\Banheiro\Acabamentos\Monocomandos","10"
"Hidráulico\N°6","10"
"Cozinha\Mesas","10"
"Hidráulico\Biblioteca Deca BIM Revit\Monocomandos\Level Mix","10"
"CÔMODAS - ARMÁRIOS - CRIADO MUDO","10"
"Dispositivos de alarme de incêndio\Dispositivos de alarme de incêndio","10"
"Metric Library\Annotations\Tags\Architectural","10"
"Portas e janelas\biblioteca BIM Pormade - DRZ\De Correr","10"
"Tubulação\Conexões\NB CPVC\Água quente","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Deca Acqua","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\ContemporÔnea","10"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Spot","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Duna Quadratta","10"
"Libraries\Brazil\Tubulação\Conexões\NB CPVC\Água quente","10"
"Hidráulico\Familias Tigre\Caixas e Ralos\Caixas Sifonadas","10"
"Arquitetura\10 - Elementos de Construção\Escadas","10"
"Arquitetura\09 - Área Externa\Playground","10"
"Libraries\US Metric\Sustainable Design","10"
"Hidráulico\Familias Tigre\Drenagem Predial\Sistema para Drenagem","10"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\081400-Wood Doors\081473-Sliding Wood Doors","10"
"Hidráulico\Box","10"
"Libraries\US Metric\Duct\Fittings\Rectangular\Wyes","10"
"Metric Library\Annotations\Civil","10"
"Libraries\Brazil\Tubulação\Conexões\Cobre NB\Rosqueado","10"
"Libraries\US Metric\Electrical\MEP\Electric Power\Generation and Transformation","10"
"Imperial Library\Detail Components\Div 08-Openings\081400-Wood Doors\081473-Sliding Wood Doors","10"
"ESCALERAS Y ASCENSORES","10"
"Arquitetura\10 - Elementos de Construção\Lareiras","10"
"Metric Library\Annotations\Electrical Symbols\Panels,Circuits,Misc","10"
"Tubulação\Conexões\Cobre NB\Rosqueado","10"
"FABRICANTES\Herman Miller Collection\Resolve\1 Infrastructure\3 Power Data Components","10"
"Libraries\US Metric\Detail Items\Div 09-Finishes\09100-Metal Support Assemblies\09110-Non-Load Bearing Wall Framing","10"
"Libraries\Brazil\Projeto sustentável","10"
"Libraries\Brazil\Pilares estruturais\Concreto","10"
"Esquadrias\Portas\Máscaras","10"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Stick","10"
"Pilares estruturais\Aço\Aço do manômetro da luz","10"
"Iluminação elétrica\Iluminação Eletrica\Poste","10"
"Mobiliário\COZINHA\Eletrodomesticos\LAVADORA DE LOUÇAS","10"
"VEGETACÃO\arvores\11. VEGETACÃO","10"
"ESTRUTURAS\Profiles","10"
"EQUIPAMENTOS ELETRÔNICOS\Eletrônicos\TV","10"
"VEGETACÃO","10"
"Imperial Library\Sustainable Design","10"
"Janelas\Abertura","10"
"Ventanas\ALUMINIO","10"
"Semáforos","10"
"FAMILIAS do SOBRADO\Pilares estruturais\Concreto","10"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\Deluge Valves","10"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Acess¾rios Liv","10"
"Bloco concreto","10"
"Elementos de Arquitetura\Corrimãos\Balaústres","10"
"FAMILIAS do SOBRADO\Elétrica\MEP\Alimentação elétrica\Geração e transformação","10"
"Itens de detalhe\Portas e janelas\Porta mad plást\Porta mad plást des","10"
"Veículos\Veículos - Aeronaves\Veículos - Motos ou Bicicletas","10"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Retangular\Ys","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Targa","10"
"FABRICANTES\Docol\Banheiro\Chuveiros\Teto","10"
"PERFIL\Perfis\Telhado","10"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\DecaBIM\Resolve\4 Display Components","10"
"Portas e janelas\PUERTAS Y VENTANAS\SKILINE","10"
"HABITACÃO\04. SALÓN\F) MUEBLES VARIOS","10"
"Banheiro\F) INODOROS","10"
"Libraries\Brazil\Duto\Conexões\Retangular\Ys","10"
"Libraries\Brazil\Elétrica\MEP\Alimentação elétrica\Geração e transformação","10"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\NB CPVC\Água quente","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Unic","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Monocomandos\Drop","10"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Monocomandos\Level Mix","10"
"FABRICANTES\Docol\Banheiro\Chuveiros\Desviador","10"
"Arquitetura\05 - Equipamentos\Ventiladores","10"
"Equipamentos de Som\Equipamentos de Som","10"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Equipamento mecânico","10"
"FABRICANTES\Herman Miller Collection\Action Office System\1 Walls\1 Standard","10"
"Guarda Sol","10"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Polo","10"
"Equipamento Especial\Proteção contra incêndio","10"
"Familias de Hidraulica\Familias Tigre\Drenagem Predial\Sistema para Drenagem","10"
"Variados\BIBLIOTECA BLOCKS REVIT\PUERTAS Y VENTANAS\SKILINE","10"
"Mobiliário\Cadeiras\JANTAR","10"
"Familias de Hidraulica\Familias Tigre\Drenagem Predial\Grelhas de Piso","10"
"Pias\Cubas Deca\Cubas de embutir","10"
"Arquitetura\02 - Cozinha\Fogões e Fornos","10"
"Imperial Library\Imperial Library\Sustainable Design","10"
"Portas e janelas\portas\Específico do Brasil\Maçaneta de porta","10"
"Instalações\INSTALAÇÕES ELÉTRICAS","10"
"PROJETO\Detalhes de Projeto","10"
"Pias\Cubas Deca\Cubas de semi-encaixe","10"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Quadratta Classica","9"
"INTERIORES\Cozinhas\Armarios e Gabinetes","9"
"Libraries\US Metric\Profiles\Wall","9"
"Libraries\Brazil\Duto\Acessórios\Abafadores","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Max","9"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 06-Madeira e plástico\06100-Carpintaria bruta\06110-Estrutura de madeira","9"
"Imperial Library\Detail Components\Div 08-Openings\085100-Metal Windows\085113-Aluminum Windows","9"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Sinks","9"
"Componente de Detalhe\Div 06-Madeira e plástico\06100-Carpintaria bruta\06110-Estrutura de madeira","9"
"INTERIORES\Decoração\OBJETOS DE DECORAÇÃO\CORTINAS E PERSIANAS","9"
"Libraries\US Metric\Detail Items\Div 05-Metals\05200-Metal Joists\05210-Steel Joists","9"
"Arquitetura\01 - Banheiro\Banheiras","9"
"Libraries\US Metric\Detail Items\Div 08-Doors and Windows\08500-Windows\08520-Aluminum Windows","9"
"Sala\Armário - Rack","9"
"Simbolos","9"
"Anotaciones\Símbolo","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Star","9"
"Vigas\Aço\Perfil\Corus Advance","9"
"Libraries\US Metric\Duct\Accessories\Dampers","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Spin","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Slide","9"
"Arquitetura\09 - Área Externa\Quadras e Campos","9"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06100-Rough Carpentry\06110-Wood Framing","9"
"Instalações\Incêndio\PROTEÇÃO CONTRA INCÊNDIO\Sprinklers","9"
"Esquadrias\Janelas\Máscaras","9"
"INTERIORES\Decoração\OBJETOS DE DECORAÇÃO\ACESSÓRIOS","9"
"Itens de detalhe\Metais\Caibros de metal\Caibros de aço","9"
"PERFIL\Perfis\Parede cortina","9"
"Itens de detalhe\Madeira e plástico\Carpintaria bruta\Estrutura de madeira","9"
"Cozinha\COZINHAS COMPLETAS","9"
"Imperial Library\Detail Components\Div 05-Metals\052100-Steel Joist Framing","9"
"Itens de detalhe\Madeira e plástico\Carpintaria bruta\Madeira estrutural pré-fabricada","9"
"Itens de detalhe\Portas e janelas\Janelas\Janelas de alumínio","9"
"FAMILIAS do SOBRADO\Escritorio","9"
"Lixeiras\Lixeiras2","9"
"Libraries\US Metric\Structural Retaining Walls","9"
"Portas e janelas\E) CORREDERAS","9"
"FAMILIAS do SOBRADO\Eletricos","9"
"Componente de Detalhe\Div 05-Metais\05200-Caibros de metal\05210-Caibros de aço","9"
"posto de combustivel","9"
"DORMIT.OFIC.BIBLIOTECA\PANTALLAS","9"
"Trusses","9"
"Comp de det\Div 09-Acabamentos\09200-Emboço e placa de gesso\09205-Forração e armação","9"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Terreno\Logística","9"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Cobre NB\Rosqueado","9"
"PERFIL\Perfis\Parede","9"
"Instalações\Equipamento elétrico\LG Eletrica\REVIT Air Source Files","9"
"FAMILIAS do SOBRADO\Sala de TV","9"
"Hidráulico\HIDROMETRO","9"
"Piso\Fire Alarm Devices             (Alarmes de Incêndio)","9"
"Libraries\US Metric\Duct\Fittings\Round\Elbows","9"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Perfis\Estrutural","9"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 09-Acabamentos\09100-Montagens de suporte de metal\09110-Estrutura da parede sem arrimo","9"
"Retaining Walls","9"
"Imperial Library\Detail Components\Div 06-Wood and Plastic\061700-Shop-Fabricated Structural Wood","9"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Perfis","9"
"Libraries\US Metric\Specialty Equipment\Fire Protection","9"
"Variados\BIBLIOTECA BLOCKS REVIT","9"
"Extremidades iniciais do eixo","9"
"Lojas\Cabideiros, roupas, sapatos e bolsas","9"
"QUARTO\Guarda roupas","9"
"Mobiliário\BALCÃO RECEPCAO","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Duna Classica","9"
"Claraboia","9"
"Estrutural\Estruturas de Concreto\Pré-Moldados","9"
"Barracas","9"
"Metric Library\Annotations\Electrical Symbols\Convenience Outlets","9"
"Libraries\Brazil\Itens de detalhe\Div 05-Metais\05200-Caibros de metal\05210-Caibros de aço","9"
"Churrasqueira e Forno Torres chamine\CHURRASQUEIRA","9"
"Mobiliário\COZINHA\Eletrodomesticos\Microondas","9"
"Imperial Library\Site\Accessories","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cubas\Cubas de embutir","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cubas\Cubas de semi-encaixe","9"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\085100-Metal Windows\085113-Aluminum Windows","9"
"PUERTAS\B) ENTRADA PARCELA","9"
"Instalações\DISPOSITIVOS DE SEGURANÇA","9"
"Componente de Detalhe\Div 09-Acabamentos\09100-Montagens de suporte de metal\09110-Estrutura da parede sem arrimo","9"
"Mobiliário\Poltronas e Sofás","9"
"Mesas\Mesas\LAZER E ESTAR","9"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Duna Classica","9"
"Chafaris","9"
"Metric Library\Annotations\Heating Symbols\Miscellaneous)_Pending","9"
"Imperial Library\Imperial Library\Site\Accessories","9"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Quadratta Classica","9"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Bombas de calor","9"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Ventiladores e sopradores","9"
"FABRICANTES\Docol\Banheiro\Acabamentos\Registros com Acabamento","9"
"Hidráulico\Biblioteca Deca BIM Revit\Uso Profissional\Linha Conforto\Barras A+o Inox","9"
"Metric Library\Annotations\Heating Symbols\Miscellaneous","9"
"Portas e janelas\portas\Elevação","9"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Oxford","9"
"Metric Library\Annotations\Symbols\Structural","9"
"Libraries\Brazil\Perfis\Parede","9"
"ANOTACÕES\Structural","9"
"Metric Library\Annotations\Symbols\74 Plumbing and drainage","9"
"Escada e Elevador\Escadas","9"
"Libraries\Brazil\Muro de arrimo estrutural","9"
"Libraries\Brazil\Hidráulica\MEP\Conexões\Pias","9"
"Blocos Loja","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Disco","9"
"Muro de arrimo\Muro de arrimo estrutural","9"
"Banheiro\Duchas\Duchas\Griferia","9"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Clean","9"
"Muro de arrimo","9"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\DecaBIM\Nemschoff\Steps","9"
"Obra ou Construção\obras\Veículos\Carros","9"
"ESTRUTURAS\ELEMENTOS CONSTRUTIVOS","9"
"Imperial Library\Imperial Library\Detail Components\Div 05-Metals\052100-Steel Joist Framing","9"
"HABITACÃO\04. SALÓN\D) TV","9"
"Norte Magnetico","9"
