"action","reason","id","family_name","category","symbols","used_symbols_detected","review_candidate"
"MANTER","Familia base ou potencialmente util no template","3631478","Te de Inspecao - Serie Normal - Esgoto - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101612","Te de Inspecao - Serie Reforcada - Esgoto - MEP - Tigre","Conexões de tubo","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3610366","Te de Reducao Externa_Central - PPR - Agua Fria_Quente - MEP - Tigre","Conexões de tubo","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4101630","Te de Transicao - Aquatherm - Agua Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3631527","Te_Juncao - Serie Normal - Esgoto - MEP - Tigre","Conexões de tubo","0","0","NAO"
"REVISAR_DUPLICADA","Nome indica duplicidade importada com sufixo 1","3611346","Te_Juncao - Serie Normal - Esgoto - MEP - Tigre1","Conexões de tubo","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3613656","Te_Juncao - Serie Reforcada - Esgoto - MEP - Tigre","Conexões de tubo","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3615969","Te_Reducao - Agua Fria_Roscavel - MEP - Tigre","Conexões de tubo","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3617072","Te_Reducao - Agua Fria_Soldavel - MEP - Tigre","Conexões de tubo","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3618371","Te_Reducao - Aquatherm - Agua Quente - MEP - Tigre","Conexões de tubo","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4101810","Te_Reducao - Pex - Agua Fria_Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3631577","Terminal de Ventilacao - Serie Normal - Esgoto - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101846","Transicao_x_Aquatherm - Pex - Agua Fria_Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553931","Tê - Soldado - CU","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553944","Tê de redução - PVC - CW","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101878","Uniao - Agua Fria_Roscavel - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101896","Uniao - Agua Fria_Soldavel - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101914","Uniao - Aquatherm - Agua Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101932","Uniao Dupla - PPR - Agua Fria_Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101950","Uniao Dupla com Parafusos - PPR - Agua Fria_Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101968","Uniao Mista - Aquatherm - Agua Quente - MEP - Tigre","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4553957","União - Soldada - CU","Conexões de tubo","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4101986","Válvula de Descarga - Válvulas de Descarga DocolBase - Acabamentos_DOCOLSystem","Conexões de tubo","0","0","NAO"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4624194","Caixa Embutir em Piso de aluminio 4x2","Conexões do conduite","1","0","SIM"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4624062","Caixa Embutir em Piso de aluminio 4x4","Conexões do conduite","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4623693","Caixa de Passagem Elétrica de Piso em PVC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626563","Curva Generica para Eletroduto Corrugado PEAD","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626535","Curva Generica para Eletroduto Corrugado PVC Reforçado Laranja","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626549","Curva Generica para Eletroduto Corrugado PVC amarelo","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626518","ELETRODUTO FLEXÍVEL CURVA","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554907","M_Caixa de junção do conduíte - Cruzamento - Alumínio","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554920","M_Caixa de junção do conduíte - Cruzamento - PVC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554933","M_Caixa de junção do conduíte - T - Alumínio","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554946","M_Caixa de junção do conduíte - T - PVC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554959","M_Caixa de junção do conduíte - Transição - Alumínio","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554790","M_Caixa de junção do conduíte - Transição - PVC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554803","M_Conexão de conduíte - Alumínio","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554829","M_Conexão de conduíte - Aço","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554816","M_Conexão de conduíte - PVC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554855","M_Cotovelo de conduíte - Aço","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554868","M_Cotovelo de conduíte - sem conexões - EMT","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554881","M_Cotovelo de conduíte - sem conexões - RMC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554894","M_Cotovelo de conduíte - sem conexões - RNC","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554842","M_Cotovelo do conduíte - Alumínio","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4554972","M_Cotovelo do conduíte - Extremidade plana - PVC","Conexões do conduite","0","0","NAO"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622208","PVC Corrugado Amarelo_Caixa de Luz 4x2","Conexões do conduite","2","0","SIM"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4624427","PVC Corrugado Amarelo_Caixa de Luz 4x4","Conexões do conduite","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4622081","PVC Corrugado Amarelo_Caixa de Octogonal","Conexões do conduite","0","0","NAO"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622327","PVC Corrugado Amarelo_Caixa de Octogonal 4x4","Conexões do conduite","1","0","SIM"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622340","PVC Corrugado Amarelo_Prolongador para Caixa de Octogonal 4x4","Conexões do conduite","1","0","SIM"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622299","PVC Corrugado Laranja_Caixa de Octogonal Reforçado 4x4","Conexões do conduite","1","0","SIM"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622258","PVC Corrugado Laranja_Caixa de Octogonal Reforçado suporte lajota 4x4","Conexões do conduite","1","0","SIM"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622271","PVC Corrugado Laranja_Prolongador para Caixa de Octogonal Reforçado 4x4","Conexões do conduite","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4622036","PVC Roscavel_Curvas","Conexões do conduite","0","0","NAO"
"REMOVER_SUGERIDO","Categoria pouco util para residencial/arquitetura inicial e pesa no template","4622037","PVC Roscavel_Luva Para Conexão","Conexões do conduite","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3634409","RSB - Conduit Elbow - Bend Undefine deg - PVC_ดัดโค้งธรรมดาหรือลมร้อน1","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3634452","RSB - Conduit Junction Box (กล่องพักสาย) 4x2_Transition1","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3634432","RSB - Conduit Junction Box (กล่องพักสาย) 4x4_Cross1","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3634719","RSB - Conduit Union - PVC (ข้อต่อตรง)","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3634381","RSB - Conduit Union - PVC Tee (สามทาง ร้อยสาย)","Conexões do conduite","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4426790","DBD-Parametric Bucket Hanger","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4426728","DBD-Parametric Knife Plate Bracket","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4426993","DBD-Stirrup Bracket","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4426828","Face-Based Steel Bucket Bracket","Conexões estruturais","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4041836","M_Conexão de ângulo duplo-Parafuso_Solda","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042026","M_Conexão de ângulo duplo-Todas soldas","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042192","M_Placa de base da coluna-4 Furos-Cruzado","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042218","M_Placa de base de coluna-2 furos","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042243","M_Placa de base de coluna-4 furos","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042269","M_Placa de base de concreto com âncoras","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042324","M_Placa de gorjal-1 chanfro","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042350","M_Placa de gorjal-2 chanfros","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042404","M_Placa de gorjal-Diferenciada","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042376","M_Placa de gorjal-Diferenciada 1","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042431","M_Placa de gorjal-Retangular","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042453","M_Placa de gorjal-Trapezóide","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945119","PBE 4ø","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945305","PBE 6ø","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4945212","PBR 2ø","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4429007","Parafuso Cabeça chata","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4041822","Prego Comum","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4041808","Prego de Forma","Conexões estruturais","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4488638","M_Conexão-Contraventamento-Paralelo","Contraventamentos em símbolos da vista de planta","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4488663","M_Conexão-Contraventamento-Reforço","Contraventamentos em símbolos da vista de planta","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4488688","M_Conexão-Contraventamento-Ângulo","Contraventamentos em símbolos da vista de planta","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626199","1-a_1 Tomada TV_Conjunto 4x2","Dispositivos de comunicação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616256","M_Saída de dados","Dispositivos de dados","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626358","1-a_1 Interruptor_Conjunto 4x2","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626161","1-b_2 Interruptores_Conjuto 4x2","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625978","1-c_3 Interruptores_Conjuto 4x2","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625742","1-d_1 Pulsador para Campainha_Conjunto 4x2","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625690","1-e_1 Campainha Cigarra_Conjunto 4x2","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625496","2-a_2 Interruptores_Conjunto 4x4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625307","2-b_4 Interruptores_Conjunto 4x4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625192","2-c_6 Interruptores_Conjunto 4x4","Dispositivos de iluminação","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2849329","TOMADAS - INTERRUPTORES","Dispositivos de iluminação","18","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4103260","caixa-de-passagem-quadrada-inox","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617662","x- Módulo de Tecla Interrupor não listavel 1 2 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617619","x- Módulo de Tecla Interrupor não listavel 1 2 tomadas e 2 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617577","x- Módulo de Tecla Interrupor não listavel 1 4 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617535","x- Módulo de Tecla Interrupor não listavel 1 6 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617493","x- Módulo de Tecla Interrupor não listavel 2 2 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617451","x- Módulo de Tecla Interrupor não listavel 2 2 tomadas 2 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617408","x- Módulo de Tecla Interrupor não listavel 2 4 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617347","x- Módulo de Tecla Interrupor não listavel 2 6 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617305","x- Módulo de Tecla Interrupor não listavel 3 4 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617262","x- Módulo de Tecla Interrupor não listavel 3 6 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617135","x- Módulo de Tecla Interrupor não listavel 4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617219","x- Módulo de Tecla Interrupor não listavel 4 4 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617177","x- Módulo de Tecla Interrupor não listavel 4 6 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617093","x- Módulo de Tecla Interrupor não listavel 5 6 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617049","x- Módulo de Tecla Interrupor não listavel 5_2 teclas","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4617006","x- Módulo de Tecla Interrupor não listavel 6 6 teclas 4X4","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616942","x- Módulo de Tecla Interrupor não listavel 6_2 teclas","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616897","x- Módulo de Tecla Interrupor não listavel 7_3 teclas","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616851","x- Módulo de Tecla Interrupor não listavel 8_3 teclas","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616807","x- Módulo de Tecla Interrupor não listavel 9_3 teclas","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616765","x- Módulo de Tecla Interrupor tomada e interruptor 1 4x4 não listavel","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616723","x-Módulo de Tecla Interrupor não listavel 4_2 teclas com tomada","Dispositivos de iluminação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616662","x-Módulo de Tecla Interrupor não listavel 4a 2 teclas com tomada","Dispositivos de iluminação","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619026","x. Módulo de Tecla Interrupor não listavel 1 2 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618470","x. Módulo de Tecla Interrupor não listavel 1 2 tomadas e 2 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618880","x. Módulo de Tecla Interrupor não listavel 1 4 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618810","x. Módulo de Tecla Interrupor não listavel 1 6 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619058","x. Módulo de Tecla Interrupor não listavel 2 2 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618502","x. Módulo de Tecla Interrupor não listavel 2 2 tomadas 2 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618912","x. Módulo de Tecla Interrupor não listavel 2 4 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618663","x. Módulo de Tecla Interrupor não listavel 2 6 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618944","x. Módulo de Tecla Interrupor não listavel 3 4 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618714","x. Módulo de Tecla Interrupor não listavel 3 6 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619200","x. Módulo de Tecla Interrupor não listavel 4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618976","x. Módulo de Tecla Interrupor não listavel 4 4 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618631","x. Módulo de Tecla Interrupor não listavel 4 6 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618746","x. Módulo de Tecla Interrupor não listavel 5 6 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619387","x. Módulo de Tecla Interrupor não listavel 5_2 teclas","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618778","x. Módulo de Tecla Interrupor não listavel 6 6 teclas 4X4","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619419","x. Módulo de Tecla Interrupor não listavel 6_2 teclas","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619300","x. Módulo de Tecla Interrupor não listavel 7_3 teclas","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619332","x. Módulo de Tecla Interrupor não listavel 8_3 teclas","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619268","x. Módulo de Tecla Interrupor não listavel 9_3 teclas","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4618543","x. Módulo de Tecla Interrupor tomada e interruptor 1 4x4 não listavel","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619159","x.Módulo de Tecla Interrupor não listavel 4_2 teclas com tomada","Dispositivos de iluminação","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4619108","x.Módulo de Tecla Interrupor não listavel 4a 2 teclas com tomada","Dispositivos de iluminação","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4103033","botao-de-emergencia","Dispositivos de segurança","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626251","1-a_1 Tomada Telefone_Conjunto 4x2","Dispositivos de telefonia","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616220","M_Tomada de telefone","Dispositivos de telefonia","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616292","M_Tomada de telefone - Dados","Dispositivos de telefonia","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622149","-Posição Livre","Dispositivos elétricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4621497",".Posição Livre","Dispositivos elétricos","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4626305","1-a_1 Tomada 2P+T_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626019","1-b_2 Tomadas 2P+T_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625803","1-c_3 Tomadas_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4626410","1-d Ponto de Força Saida de Fio_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625615","1-e_1 Tomada+1 Interruptor_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625534","1-f_1 Tomada + 2 Interruptores_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625359","2-a_2 Tomadas 2P+T_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4625250","2-b_4 Tomadas 2P+T_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4624660","2-c_6 Tomadas 2P+T_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4624585","2-d_1 Tomada+1 Interruptor_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4624322","2-e_2 Interruptores + 2 Tomadas 2P+T_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4624193","3-a_1 Tomada de Piso 2P+T_Conjunto 4x2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4624146","3-b_1 Tomada de Piso 2P+T_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4624057","3-c_2 Tomadas de Piso 2P+T_Conjunto 4x4","Dispositivos elétricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4623565","DPS_ Dispositivo de proteção contra surtos","Dispositivos elétricos","13","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4623477","Elevator_Call_Panel_7484","Dispositivos elétricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2965209","Funções elétricas","Dispositivos elétricos","37","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4623074","Grupo4_TIP_19dez18_TomadaEletrica_InterruptorDuplo4x4comTomada_ABDI-MDIC","Dispositivos elétricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4623023","IDR _Interruptor Diferencial Residual Bipolar","Dispositivos elétricos","6","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4623009","IDR _Interruptor Diferencial Residual Tetrapolar","Dispositivos elétricos","6","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4622459","M_Outlet-Duplex","Dispositivos elétricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4622445","Mini Disjuntor Bipolar_Steck","Dispositivos elétricos","18","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4622431","Mini Disjuntor Monopolar_Steck","Dispositivos elétricos","18","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","4622417","Mini Disjuntor Tripolar_Steck","Dispositivos elétricos","12","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4622164","Ponto Para Circuito Reserva","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620664","x-Módulo de Tomada com interruptor 1 4x4 não listavel","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620568","x-Módulo de Tomada não listavel 1 2 tomadas 2 interruptores 4X4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620326","x-Módulo de Tomada não listavel 2","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620472","x-Módulo de Tomada não listavel 2 2 tomadas 2 interruptores 4X4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620422","x-Módulo de Tomada não listavel 2 4X4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4619607","x-Módulo de Tomada não listavel 22 4X4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620230","x-Módulo de Tomada não listavel 3 4X4","Dispositivos elétricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620106","x-Módulo de Tomada não listavel 3 tomadas","Dispositivos elétricos","0","0","NAO"
